1156,3.5,360,3,6.015122,115.901744,10,10285,2,801452,734722,0.977185
1157,5,360,3,6.015122,115.901744,10,24117,6,575444,527029,0.978167
1160,6.5,360,3,6.015122,115.901744,10,139608,6,693214,628704,0.980145
